Cargo,Nome da Empresa,Local,Link para a Vaga
ANALISTA DE INTELIGENCIA DE NEGOCIOS SR,Grupo Ri Happy,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=7458b994c3c13bf6&bb=fKZ4ST6tQUcfdkccO1gSnHbN5QgVQaclPylvcXkylgB3A3LmkzoJW5n4Gog4gN0_Af8rCWOwjgbazq5Wx_cf6hzYIQMTTbseQ6OpK273qpQlakE3w7gtoA%3D%3D&xkcb=SoBG67M3CTYgNqQjtB0ObzkdCdPP&fccid=cdf0ba56bbf9ae96&vjs=3
Software Engineer,Bemol Digital,,https://br.indeed.com/rc/clk?jk=ad752d9b9fd62b1d&bb=fKZ4ST6tQUcfdkccO1gSnJ4ggBIePXiskEWaqBQ-Zpd63etDFain4dDRs_ftFjq_V19FMK5Z0ijNwv_sJ_xA16jFv9ngbNaX72Fdg_D24GsvPJJ5DnooLg%3D%3D&xkcb=SoDb67M3CTYgNqQjtB0NbzkdCdPP&fccid=4e50a5299dcb0b8e&vjs=3
Estagio quality assurance automation,Netvagas,"Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=b4c73ac09b1ae2b3&bb=fKZ4ST6tQUcfdkccO1gSnArjWo8x8K9S8Yo_Bk1Rkr4jQLi8rdIWyVAN4tMqavWDtNVn43Eui6azYbJawhw64wnLZjI77HJusNeNIZ3rqdMH_uA5elwWaQ%3D%3D&xkcb=SoBv67M3CTYgNqQjtB0MbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Professor auxiliar i - topicos de big data em python - estácio florianópolis,Netvagas,"Florianópolis, SC",https://br.indeed.com/rc/clk?jk=bebfa4f073b0f496&bb=fKZ4ST6tQUcfdkccO1gSnEEYUoAivgOPrDIHuUDRN3kaHhONmj5h8A0y0khJ5kqkXJZaCJISbbEJ5rEGtiN5ayx6xI7wf4fMaNqJ3qQGfxdSOWFi37XTdA%3D%3D&xkcb=SoCG67M3CTYgNqQjtB0DbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Estagiário de Engenharia de Dados,Riachuelo,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=95c2685396c0ae1d&bb=fKZ4ST6tQUcfdkccO1gSnPUuNEyVQym3gWITfgoinv81koc7aJnuMd8cLjncyz2EGhk-MW_2Q9Jj7NsjG4WPDputsFqfAMQLsIKyRHpNYIFMwcA_R3RAZw%3D%3D&xkcb=SoAy67M3CTYgNqQjtB0CbzkdCdPP&fccid=91677252111e9a57&vjs=3
Engenheiro de nuvem google cloud,Netvagas,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=1110051f5eb4ebfc&bb=fKZ4ST6tQUcfdkccO1gSnOIJDM2GLdIODPgBQsFbqqfpT0MHeLj57IDqZ0NVfNiy2YqHi3USbyJ4198vpo8DiNgq3u_g20df7gstV7RThaVQYQ78UNjZWQ%3D%3D&xkcb=SoCv67M3CTYgNqQjtB0BbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Pessoa Coordenadora de Ciência de Dados,Lojas Renner,"Porto Alegre, RS",https://br.indeed.com/rc/clk?jk=61a3015d59c21857&bb=fKZ4ST6tQUcfdkccO1gSnFDeNzuMwoS0nH-vuuCxOyfrKb_2SpTILTGTEIHxnKOqqGU8Ww_8n7oNqmK9NjVf2onyh-fOFfjnx7oMyYVWUELgHN9kJ644lQ%3D%3D&xkcb=SoAb67M3CTYgNqQjtB0AbzkdCdPP&fccid=0421650f9c724b35&vjs=3
Pessoa Analista Financeiro Jr - Inovação,Intelbras,"São José, SC",https://br.indeed.com/rc/clk?jk=26bb28462c478d67&bb=fKZ4ST6tQUcfdkccO1gSnEaq3c2DlxIrSPwzZefJmWvEoKPy0c-gS8HQQnJxN9T8oMUKeZi3sVmVumSGgsZHW3-k3j7Qj0Gmxka9nj3yGqgrX0nNS0hIyw%3D%3D&xkcb=SoCV67M3CTYgNqQjtB0HbzkdCdPP&fccid=52cf5a5dc95a494c&vjs=3
Quartzolit | Estágio WCM,Saint-Gobain Produtos para Construção,"Jandira, SP",https://br.indeed.com/rc/clk?jk=164efe3857b2c8a5&bb=fKZ4ST6tQUcfdkccO1gSnDUszGN7aktMz632Kre8BSaQIT3BKel83z2w0NVv6Qxa8tV0pWZGCWzrAKYw-m5BdFJ7LtWlksLuuLngMFkT9H15UH4Ffba5jA%3D%3D&xkcb=SoAh67M3CTYgNqQjtB0GbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Estagiário de Planejamento Estratégico,Riachuelo,"Remoto híbrido in São Paulo, SP",https://br.indeed.com/rc/clk?jk=437596d4a599751a&bb=fKZ4ST6tQUcfdkccO1gSnFdKEgZF96swcSCNNS_Tjsw9i0GGnGJEWiU1TbQtiiA69CNhqE57tRzGz2pafLGoDhJMu0Jqbw13R6txGgi87M5whOBxS_fCYQ%3D%3D&xkcb=SoC867M3CTYgNqQjtB0FbzkdCdPP&fccid=91677252111e9a57&vjs=3
Analista de Power BI,SP MARKET ADMINISTRACAO E SERVICOS LTDA,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=6f36d4e2235061a6&bb=6BphFtp9RTcJVTtCnbGVpyOAMfL0tnW5SS2lPZwgooa8e9VEw0dbLKHZh3lhHopi3_oV3Vsfxa9rw3bnVS0jOjma3nId_QhHsxjkK5NElyzyg0U5RbZkOQ%3D%3D&xkcb=SoBD67M3CTY_G7wjj50LbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Assistente Técnico (a) I - Divisão de Diagnóstico Laboratorial (CRDx) - São Paulo/ SP,Abbott Laboratories,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=ad62e1beb656ba4b&bb=6BphFtp9RTcJVTtCnbGVpz2lSjmFYWBYB0fzwzYwsWGe0ambRIjMD4jtBEaCktT2PKXpP7rogkjemWMmk7m61vauNgq6o1Q8mIR86zyoN8M%3D&xkcb=SoD367M3CTY_G7wjj50KbzkdCdPP&fccid=77426fa86bb11d7c&vjs=3
Cientista de Dados - Pleno,MANFING SOFTWARE LTDA,"Home office in Toledo, PR",https://br.indeed.com/rc/clk?jk=64669e9463a0d5a1&bb=6BphFtp9RTcJVTtCnbGVp6AerTYNK64zIiyRQyrHSiUqGzGqPADTobfYdNIoL1itl_JPCcVHXk8RtW51QJ8aZQVAZETh6_s8A5itxvgas1cDUOfZMZdRLg%3D%3D&xkcb=SoBq67M3CTY_G7wjj50JbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Mid Devops Analyst - (100% Remoto),invillia,,https://br.indeed.com/rc/clk?jk=d8cfbb663758008a&bb=6BphFtp9RTcJVTtCnbGVpwKhPsShBqLJn8sbKFf_5Zw7o9G9eZPdU9teszZF_JBSBhcrTpYhW-8ne5v1-n-ywAwPLox4vGdwJN-gqVDgsA2SqLvt10HDcA%3D%3D&xkcb=SoDe67M3CTY_G7wjj50IbzkdCdPP&fccid=f185a6210cec2dc0&vjs=3
Project Engineer,As a registered user you will have access to CV...,"Home office in Niterói, RJ",https://br.indeed.com/rc/clk?jk=c6609a23b69351de&bb=6BphFtp9RTcJVTtCnbGVp8aNGmAV8wPRyfrkaXJOcxS-ez6JdOpbW1JbJ7145HEP0UJUSIZt9cNFvBu_1ZDyvAs2TEZCMrLftfR77PwRYUkqxGEaRiIEmg%3D%3D&xkcb=SoBQ67M3CTY_G7wjj50PbzkdCdPP&fccid=003ae53fcb52dfbb&vjs=3
Pessoa Analista de Dados BI,FADESP,"Belém, PA",https://br.indeed.com/rc/clk?jk=cf7018cbca219392&bb=6BphFtp9RTcJVTtCnbGVp6OEcYYCAYZhaVKRDxeRop-8teX2BO63rN5GY5h3JwYbhUX_zt2vN2TzXGwZ2zV6xQKIypt0oA1PqR4stdsJEq_XQGmYHQtRzQ%3D%3D&xkcb=SoDk67M3CTY_G7wjj50ObzkdCdPP&fccid=7610fd64229a895e&vjs=3
Especialista de BI Sênior,Eng4tech,,https://br.indeed.com/rc/clk?jk=976222f38186236a&bb=6BphFtp9RTcJVTtCnbGVp31tS0LUnU7ABTir1T0vYc5QbSWuihlXJDNKvWjtPLokzAYf0N1smQI5hRyVcLeUk9irmA0pSnR31WA71jdaf6NnHWOkAnwvfg%3D%3D&xkcb=SoB567M3CTY_G7wjj50NbzkdCdPP&fccid=49a31a7afbb91a23&vjs=3
Desenvolvedor Back End,Account Manager Jr,,https://br.indeed.com/rc/clk?jk=0c101b79c64dc22f&bb=6BphFtp9RTcJVTtCnbGVp9tF7llbZTZP7J7Y0pNqLj67RM8XqRaEdOOfrYbTQefjyWdfgMDdF-s9drLXZkxp6Y4jUp7_cQXe9S6Z6oXYoHswAIsq8ThKGA%3D%3D&xkcb=SoDN67M3CTY_G7wjj50MbzkdCdPP&fccid=53d12ccf3f235f26&vjs=3
Pessoa Estagiária de Engenharia (P.R.E.M.I.A),CERTI,"Remoto híbrido in Florianópolis, SC",https://br.indeed.com/rc/clk?jk=b44d767777ecb65e&bb=6BphFtp9RTcJVTtCnbGVp7UouRC5q0kBwMZCl2nMioYCI-giKP-_2-DO88EkPwGUnYQ2fjJlVE7fW9qnH29lb-U8A55NclKJarHCqwpMaAZ9mJ2dMZJQiA%3D%3D&xkcb=SoAk67M3CTY_G7wjj50DbzkdCdPP&fccid=fdc4f47c41fd90c5&vjs=3
Senior Data Engineer,Zendesk,,https://br.indeed.com/rc/clk?jk=5da6d14cc5394580&bb=6BphFtp9RTcJVTtCnbGVp2CVZCo4TkxxpRTjuArHwzch--s2Dl8iL4Z1QMWowbf7P3p3aXNvi4QJ5Y-dJF5cAArNJRmWYa5nliuuL0Cm8f2mPROM87CHxQ%3D%3D&xkcb=SoCQ67M3CTY_G7wjj50CbzkdCdPP&fccid=41e8f9abd9840a7a&vjs=3
Staff Software Engineer - Backend,Grupo OLX,,https://br.indeed.com/rc/clk?jk=6246f716e417d431&bb=6BphFtp9RTcJVTtCnbGVp5sQ680q1HBoanwcJY3Y2il9d_HYbWMLXYV7KYSVyDP9fdzm4nnGZBEAtBoyw3l2WGQRC7EVdxuPYjAv0WEUHQ0hjZbOTkmMyQ%3D%3D&xkcb=SoAN67M3CTY_G7wjj50BbzkdCdPP&fccid=841c2e86d4988bbd&vjs=3
Analista de Dados Jr.,"QUALITECH INSPEÇÃO, REPARO E MANUTENÇÃO LTDA","Rio de Janeiro, RJ",https://br.indeed.com/rc/clk?jk=1055bc46fdf5aaeb&bb=6BphFtp9RTcJVTtCnbGVp3r7DL2lxrI2aH1sRDS1QljCTIJKPKMKyRP_uTPSVtM9O48hzhMyf2rZZUpC48BeysSm8iVMMHlBBxx5STEoVKY2OybJbjYopQ%3D%3D&xkcb=SoC567M3CTY_G7wjj50AbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
ANALISTA DE DESENVOLVIMENTO - CURITIBA,OEmprego,"Curitiba, PR",https://br.indeed.com/rc/clk?jk=933b5ab97648dbc2&bb=6BphFtp9RTcJVTtCnbGVpyYkglYXc9-gp_jqsIgU2HITNjbGccKxFB7r2Yv2dFVABkT5KDgR1iskvAiR9pPJzbcVfZIUqLgTiKB-DJAZk5UaMDsru8ndrw%3D%3D&xkcb=SoA367M3CTY_G7wjj50HbzkdCdPP&fccid=919b31f0a22ef58e&vjs=3
Desenvolvedor Jr.,RHF Talentos Vila Velha - ES,"Vitória, ES",https://br.indeed.com/rc/clk?jk=1fbdd577c98929ab&bb=6BphFtp9RTcJVTtCnbGVp3_LFt0tkyEmUOUUME_rujB2lVJ6RmJKAmixRaDyfDSb3vJ-UnFGh2FCXp_xavE-0YCdpkW6K7eOE-BtfiFnpqZAxd9ZIL78Og%3D%3D&xkcb=SoCD67M3CTY_G7wjj50GbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Especialista em Geoprocessamento,Leadd Consultoria,"Salvador, BA",https://br.indeed.com/rc/clk?jk=36428734ae22c2b3&bb=6BphFtp9RTcJVTtCnbGVp98UkLW6ztF9sFves9WujyL7ZJnqpX50Ef9Gvrr4kkhhWWFFjuThXaCaNeTP2sZisE1qbW8Jl5VYm4fJMM0-v5hC6a0_NgIBaQ%3D%3D&xkcb=SoAe67M3CTY_G7wjj50FbzkdCdPP&fccid=50f75a020a732c5f&vjs=3
Desenvolvedor RPA,SBK Business Solution,"São Bernardo do Campo, SP",https://br.indeed.com/rc/clk?jk=20b8aaf41cc6ed07&bb=AWkjSmqw-cBUp1nIoStfbIiynja5NtSqhhcHaLcLNAFyMMRNOjSAYEvSFjMSr0MMnjKh83hU6QtrDYnB9VZ9BBnCWFbImkZsicOGiVrVqSlkKZHbImWhRw%3D%3D&xkcb=SoDA67M3CTY-g0R1Ah0LbzkdCdPP&fccid=479a38426f64935b&vjs=3
Desenvolvedor Python Pleno - Presencial em Campo Grande/MS,ALFANEO SERVIÇOS E TECNOLOGIA LTDA,"Campo Grande, MS",https://br.indeed.com/rc/clk?jk=5c678d151c07a479&bb=AWkjSmqw-cBUp1nIoStfbGAFIMDCGve9p9AAcrdM8haF473c-VlX1zwLPstTssHCwZfyohOlRHXWURHbI5rCY7N7lhEjrymfYIg0u0KVgphTwlmJcI-veA%3D%3D&xkcb=SoB067M3CTY-g0R1Ah0KbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor Backend,PRIMEIRA IGREJA BATISTA DA LAGOINHA EM ALPHAVILLE,"Barueri, SP",https://br.indeed.com/rc/clk?jk=8f250041b2d01ad9&bb=AWkjSmqw-cBUp1nIoStfbPWIIwP9TiyXtry0sASweJxdADSzODDwR2KSYgPHg-I3gxmEkb7uhN4JvapYWppCyuQ6lPeJaydu9M9wM4aWYtCq_RIWeYhMfQ%3D%3D&xkcb=SoDp67M3CTY-g0R1Ah0JbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
FENACOR - ESTÁGIO TI,Ciee One Rio de Janeiro,Brasil,https://br.indeed.com/rc/clk?jk=a57694cad51af24e&bb=AWkjSmqw-cBUp1nIoStfbPYEQ_kNwnhBlKTGQeAU_w4lNo1PiXPYCY7Gdzl_O2WUC_y1DcXpQ-hTjhWAMsp84AZsgagQarIIVSpbYQwDBJU5zOLYt5XQCw%3D%3D&xkcb=SoBd67M3CTY-g0R1Ah0IbzkdCdPP&fccid=b6feff284f3746de&vjs=3
Analista Compliance Jr,Núclea,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=db1d370f5fd54d64&bb=AWkjSmqw-cBUp1nIoStfbC5I9bJUaIboyt7UvMkF1tRZ3SbZQXmp8WRKAMbRm9R4HJIJ0MQX6YqLzFUOIFg28vxTqH9uDozOCxXjKiYALakc2SqfcFQftA%3D%3D&xkcb=SoDT67M3CTY-g0R1Ah0PbzkdCdPP&fccid=8adca49385a2a8ef&vjs=3
Analista de Marketing Intelligence,VERISURE BRASIL,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=1ef1f9261e791c00&bb=AWkjSmqw-cBUp1nIoStfbAq4MnzIqUWVoD4-JblQ1l95MmXNkk8Y1o9C-XY2iOiwGb06_udXlq2wQNoslP52jpq6WaQgIMDBJ7aqVUITfoYl5LtPT6Kgeg%3D%3D&xkcb=SoBn67M3CTY-g0R1Ah0ObzkdCdPP&fccid=ed8ba7520e3f6ae5&vjs=3
PDI SW - Tester de Software / QA I,Inatel,"Santa Rita do Sapucaí, MG",https://br.indeed.com/rc/clk?jk=ee005a67b595654f&bb=AWkjSmqw-cBUp1nIoStfbNIdtflzbr7tz-Qxxgj_X1y3BBjYEo_usZ94OFy3QYKEVE1lOiI4yjLo9uK_wutUbE_2-YZDYaMkk3AkAL9iovPu4XjHVWuXZw%3D%3D&xkcb=SoD667M3CTY-g0R1Ah0NbzkdCdPP&fccid=e882508866729b87&vjs=3
"TikTok Shop - Data Science Leader, Operations",TikTok,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=0ac92a5dbfbb4780&bb=AWkjSmqw-cBUp1nIoStfbBrDqK-Yji9qd3TsWqpwdFKqnD1hUXvK9X6NcQIzEKhvn9mmNg4NSK35q5bWPJjQqeoXbhGB3i4OAZeEARwagfNyQaC85LeGWg%3D%3D&xkcb=SoBO67M3CTY-g0R1Ah0MbzkdCdPP&fccid=caed318a9335aac0&vjs=3
DESENVOLVEDOR WEB SR - BELO HORIZONTE,OEmprego,"Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=d88b1d79b0fc3ee8&bb=AWkjSmqw-cBUp1nIoStfbIiynja5NtSqf2Heb8qFNuxznohU_soWzbSU6Wt3IljoXAxdHM0fIGegGorBWPCEh3v7gmTG-ArXBOrcamzgYhpiOTMxfr-XFQ%3D%3D&xkcb=SoCn67M3CTY-g0R1Ah0DbzkdCdPP&fccid=919b31f0a22ef58e&vjs=3
Finance Data Analyst,Shopee,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=02cf496d9724f654&bb=AWkjSmqw-cBUp1nIoStfbLzTzenZ2PnaBoEP0LnQwDEcUB6uSaDMVD8qk2g4LDATiszfS71WAx1khLGt4XJJwz8BGShKOm9Md3Y0rUzUuWA9nRANfoMCjQ%3D%3D&xkcb=SoAT67M3CTY-g0R1Ah0CbzkdCdPP&fccid=0b476c4a7add47fe&vjs=3
Tech Lead Full Stack,Vetta Tecnologia,,https://br.indeed.com/rc/clk?jk=7bda2f9132b3607f&bb=AWkjSmqw-cBUp1nIoStfbMTLMD0RxVUnwKPsBiF2f1ZbRs60EKXb0E0sAUwUh0jKWG1VXGtyWx-eDWKM7Xyqv1ujMSwnN53OGUWboYEfpI5RXO167G85fA%3D%3D&xkcb=SoCO67M3CTY-g0R1Ah0BbzkdCdPP&fccid=c5337d79da68e24d&vjs=3
Analista de Dados,SEEL ENGENHARIA,"Duque de Caxias, RJ",https://br.indeed.com/rc/clk?jk=3e67dedd43711d96&bb=AWkjSmqw-cBUp1nIoStfbCgk5cAYBf4OvNgKVvnPqo6aVfEDcVAXk8_B4B5F5FV1mcIyoFIyqjWS8c-9mnyHofXPPj9dsEl2ROYxgaXjfLNdoqP483sIfQ%3D%3D&xkcb=SoA667M3CTY-g0R1Ah0AbzkdCdPP&fccid=5c27b9092b8b51e9&vjs=3
QA Engineer,Fusemachines,,https://br.indeed.com/rc/clk?jk=efc4023563cfadab&bb=AWkjSmqw-cBUp1nIoStfbEBtZFQIOwYPx26ZiVmM7l_KU9CFSufHAbkMz2BW9rPp89GLRDKn68KiMo04zOUhkjnZhOLWRWdNnP8qZZtLuqI%3D&xkcb=SoC067M3CTY-g0R1Ah0HbzkdCdPP&fccid=b711a2a28448b767&vjs=3
Data Scientist (Meteorology),Louis Dreyfus Company,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=ed6023e69dee7235&bb=AWkjSmqw-cBUp1nIoStfbHluMq2qV2zm7_aGMYpZZ6JvnGTFjRI2GpioMFic_Z-j3jeIL42etvUC_-3O7zL_yjtaT-3uliIafeQ28pNYOMfmGbIa8Tq0Rg%3D%3D&xkcb=SoAA67M3CTY-g0R1Ah0GbzkdCdPP&fccid=e1ccbfff0c15def4&vjs=3
Analista de Machine learning e IA,Technomar Engenharia,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=d94edeafe35ce233&bb=AWkjSmqw-cBUp1nIoStfbBZRKv8TaV7PdrQWhFk2sv8PbafwZzE40vuv6TqX4UDozvIdgMTLLQSwuLTdWqE37w4Aifk4xigaAvpxcDQ1dgMKsIiMsPkOPA%3D%3D&xkcb=SoCd67M3CTY-g0R1Ah0FbzkdCdPP&fccid=6aa7f9c92ccd2d82&vjs=3
Estágio em Dados ou Modelagem,Quod,"Remoto híbrido in Barueri, SP",https://br.indeed.com/rc/clk?jk=152bbd382e0925f0&bb=CC-igpnwU-xu_ON-JudsJrnIUVVJ4rir3OJ6hao1Hf4ksKkpIHqC6iJZYdRK5fGmhKdUQWEi6mqwNOAez2m8IHY3IFvrh7JQzErranPLjPVdYmiLxkh5jA%3D%3D&xkcb=SoCb67M3CTY-CrzA550LbzkdCdPP&fccid=c27e202ff27e56c9&vjs=3
Production Control Analyst,Luxoft,,https://br.indeed.com/rc/clk?jk=b4abcd28551496fd&bb=CC-igpnwU-xu_ON-JudsJt-O5qgdhRtm7t6BPC73vor0kQMV3FCdpHaAS_Wl1DR30Fn_W2oDtzHaImj6N7gn5h0cDwRYKshVQvKr-6zpJhCosudzk0QpXA%3D%3D&xkcb=SoAv67M3CTY-CrzA550KbzkdCdPP&fccid=4b841d912d46e4fd&vjs=3
Estagiário Químico,REFERENCE,"Osasco, SP",https://br.indeed.com/rc/clk?jk=f395a93400be927e&bb=CC-igpnwU-xu_ON-JudsJnHUVc6QOFlksvMgurAErXjNW6lPZ6zra7PWtDIXvsU5OuawEcdmtn5zFX7xIqEyUrh7EcK3JKVmGYEYWDh62gRoAKalFbbWKQ%3D%3D&xkcb=SoCy67M3CTY-CrzA550JbzkdCdPP&fccid=a1dd10c2d24311cd&vjs=3
P&D | Especialista em IA,XMobots,"São Carlos, SP",https://br.indeed.com/rc/clk?jk=dddfd6d508da9bca&bb=CC-igpnwU-xu_ON-JudsJt7J9G-CFK1W4QWb2xd3xgYRZPqG7Oc__G_SWXGGZWxxTKoipeJK41w5VDZututZ5bi8a9s60MXdUY6p9s8wgf6K3YlM17JY_g%3D%3D&xkcb=SoAG67M3CTY-CrzA550IbzkdCdPP&fccid=1782263f00f2e80a&vjs=3
Analista de Dados - Inec - CE,Traga seu talento para o Inec,"Fortaleza, CE",https://br.indeed.com/rc/clk?jk=e9f3daf51a9d926a&bb=CC-igpnwU-xu_ON-JudsJtl-nAUB0Fcxf0yiHiSxF2spzOuSqCwfdIiTcp2coO-4x8pxHDumSYSPesMShqXGJ7MNCWNKQYvB_laf-8YnaNmn9r3QO7Mk5Q%3D%3D&xkcb=SoCI67M3CTY-CrzA550PbzkdCdPP&fccid=3541e49d894d267e&vjs=3
Desenvolvedor Full Stack Jr,Droom Investimento em Ativos Judiciais,"Rio de Janeiro, RJ",https://br.indeed.com/rc/clk?jk=e7ca2f79b84ef336&bb=CC-igpnwU-xu_ON-JudsJhqJ8GXFXKKKR50K2Vh0iCoMXoMW14MUwqJAejjH7m_CMkFKZA_IIjtm_1bo9xP9W8JizTbc5o8nxAr7-FRjRL1RI6S-yCuAsQ%3D%3D&xkcb=SoA867M3CTY-CrzA550ObzkdCdPP&fccid=bd94ec949bf78fc9&vjs=3
Desenvolvedor (a) Python Sênior,Framework Digital,"Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=13a0104cb46450a3&bb=CC-igpnwU-xu_ON-JudsJoddOc4gaJfKQHAIQ04OJBo7UrWhoIJO5RkeyKwvp6wwS9pRoAqyjCwJNXpmRR_nghnGyMYmF4NuOcu29axyd9XeJr9LMinPxQ%3D%3D&xkcb=SoCh67M3CTY-CrzA550NbzkdCdPP&fccid=d0596844a46a8563&vjs=3
ANALISTA DE INTELIGENCIA DE NEGOCIOS SR,Grupo Ri Happy,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=7458b994c3c13bf6&bb=CC-igpnwU-xu_ON-JudsJrFBsI5ghgeA9MHJy0jHlKmBIFKWVx5OQqZuHhcxDN3Yo09X42gUX5IGGBijpZu7rWNbfcI5-6Hhmf63kej78RGIqezwOmfNVA%3D%3D&xkcb=SoAV67M3CTY-CrzA550MbzkdCdPP&fccid=cdf0ba56bbf9ae96&vjs=3
Desenvolvedor Full Stack PHP PLENO,CD2 Retail Tech,,https://br.indeed.com/rc/clk?jk=94b42597b9dfadd2&bb=CC-igpnwU-xu_ON-JudsJgN0pOemX_NGTqv6ycghamcTkDNNvvrIFjDtgBJRLi5cFdiYjtKp_e9t0m9y9_JzmaFiQt3M0bonnVNQk27k78KUUwyjKG4YyQ%3D%3D&xkcb=SoD867M3CTY-CrzA550DbzkdCdPP&fccid=cb5e434c08ab79dd&vjs=3
Analista de DevOps,Oportunidade para atuar na Fineasy Tech,,https://br.indeed.com/rc/clk?jk=351d98d2d96fdb20&bb=CC-igpnwU-xu_ON-JudsJneuOSiPijUo8x4hAsF9mOKDmMybUwK-XRMCT6Pkn5qzInlufTFmkNX2ZNUY9ZX09Dl8CmM0UO7wiVib-3JcJGVkXrF5_pPhwg%3D%3D&xkcb=SoBI67M3CTY-CrzA550CbzkdCdPP&fccid=3b38f304746d5533&vjs=3
Professor auxiliar i - topicos de big data em python - estácio florianópolis,Netvagas,"Florianópolis, SC",https://br.indeed.com/rc/clk?jk=bebfa4f073b0f496&bb=CC-igpnwU-xu_ON-JudsJhmcYwxs0ggY7Zzyj6JYyZHXtow9yZi3KF8Ttr34nQZvwLuF73XhJWG4h2YCz5stnmFyvi9zEYrCLZ-CrYIHXY5HdlSNOuwsVg%3D%3D&xkcb=SoDV67M3CTY-CrzA550BbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Estagiário de Engenharia de Dados,Riachuelo,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=95c2685396c0ae1d&bb=CC-igpnwU-xu_ON-JudsJtWfipCwcQxjZGY0KH95wwTBd8Vw8TSsGLaHVPRPpCv6JJkXQpsL4FYSdO1jbs6Z8JiZhIJa8yhhK1WIPKQccI8c48lQblSntA%3D%3D&xkcb=SoBh67M3CTY-CrzA550AbzkdCdPP&fccid=91677252111e9a57&vjs=3
Analista de Redes,WAYON IT SOLUTIONS LTDA,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=dd5591137832a1f8&bb=CC-igpnwU-xu_ON-JudsJjRNxOdCJaGAjX5aO_LrQj1G_UIbcqB9EwH3UAx82tCkxkHx7IZz4qYqp_NQS5vwwDU8z4CIUjoXq0y-hRjcwuJ-4JiuFpnUrg%3D%3D&xkcb=SoDv67M3CTY-CrzA550HbzkdCdPP&fccid=11e1df807119c473&vjs=3
Pessoa Coordenadora de Ciência de Dados,Lojas Renner,"Porto Alegre, RS",https://br.indeed.com/rc/clk?jk=61a3015d59c21857&bb=CC-igpnwU-xu_ON-JudsJpIP9-z0ttHI8K-zbhoMnmKBgTD3eI_lZy91CSEiCt7OBDCWYHRPML5DkNhJt_vo-qt7zc7f-WTcZ3iDWKSg27h9BHJzAa8_Uw%3D%3D&xkcb=SoBb67M3CTY-CrzA550GbzkdCdPP&fccid=0421650f9c724b35&vjs=3
Engenheiro de nuvem google cloud,Netvagas,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=1110051f5eb4ebfc&bb=CC-igpnwU-xu_ON-JudsJvl2th4lWY8vP_EWz9FjWX_YqSevCzJKqGacSzwcyfg2slWd66ksKVBxkIP5e2LNjZymEwEpq1LjDPqMyMxEJhr8XGt0odE9nw%3D%3D&xkcb=SoDG67M3CTY-CrzA550FbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Gerente de Tecnologia da Informação (TI)- Ponta Grossa,Princesa dos Campos,"Ponta Grossa, PR",https://br.indeed.com/rc/clk?jk=ff3916a8c14230db&bb=YDIvRD2vnwr0RGOVmSwEJY_aBDyA61JLQPq6k8PDu7bGY9pwUSUFjXsbY51HtfymSoINIYWzwej_gZTf6ufVwwAI99e71GXY8pJsnwvxaphx5ZWGRxsNPg%3D%3D&xkcb=SoCl67M3CTY9gYQjtp0LbzkdCdPP&fccid=a0ac2b7eb3adf5f8&vjs=3
Pesquisador,Creathus,"Manaus, AM",https://br.indeed.com/rc/clk?jk=30b7808b3b3b902a&bb=YDIvRD2vnwr0RGOVmSwEJd9hp52qTK4lkSR4lwSwi41r3Gd_FAPdc3iCBy8fPCJxycD7s4Z1uDSjDHOlDcbKgOj42TD5JCSY79JJTERGK_Tm_X7zMrCuBQ%3D%3D&xkcb=SoAR67M3CTY9gYQjtp0KbzkdCdPP&fccid=95e818ffbd914b99&vjs=3
